Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Minutes,Hours,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Watershed,Receiving waters,County,Comments,Penalty Collected,Penalty Notes
SSO,WSSC,N/A,2/18/2005,3:38:00 PM,0,3,0,1299-1371 Lamberton Dr,20902,,,,180,180,Grease,,Northwest Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,2/20/2005,11:32:00 AM,0,5,0,"7125 Chaparral Drive, MH 14091232M",20743,,,,450,450,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,"Hagerstown, City of",N/A,2/20/2005,1:00:00 PM,0,1,0,PS #3 off Dual Hwy,21740,,,Hagerstown WWTP,1000,1000,Grease,,Hamilton Run,Washington,Collection system not provided,,
SSO,WSSC,N/A,2/21/2005,9:05:00 AM,0,4,0,"12601 Pleasant Prospect Rd, MH 14149101M",20721,,,,480,480,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,2/21/2005,6:05:00 PM,0,10,0,"13100 Twinbrook Parkway, MH 0511503M",20852,,,,3600,3600,Grease,,Unknown Creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,2/22/2005,1:41:00 PM,0,4,0,"2210 Anvil Ln, MH 18030087M",20748,,,,210,210,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,City of Baltimore,N/A,2/24/2005,,,,,SSO Structure #32P rear of Unetta Ave.,21229,,,Patapsco WWTP,204000,204000,Grease,,Maiden Choice Creek,City of Baltimore,Duration not provided,,
SSO,WSSC,N/A,2/26/2005,7:00:00 PM,0,3,0,"2400-2508 Corning Ave, MH 11028099M",20744,,,,900,900,Grease,,Hanson Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,2/28/2005,2:13:00 PM,0,2,0,"5200-23 Morris Ave, MH 11052062m",20746,,,,120,120,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/2/2005,11:23:00 AM,0,0,22,"2210 Anvil Ln, MH 18030087M",20748,,,,210,210,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Princess Anne WWTP,N/A,3/3/2005,2:00:00 PM,0,2,30,"east side of N. Somerset Ave, MH 200' north of UMES Blvd",21853,,,Princess Ann WWTP,2250,2250,Grease,,Manokin River,Somerset,Collection system not provided,,
SSO,WSSC,N/A,3/4/2005,12:12:00 PM,0,3,0,"9900 block R/W Lanham Severn, MH 14190014U",20706,,,,1500,1500,Grease,,sediment pond,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/4/2005,4:14:00 PM,0,5,0,"12718 Viers Mill Rd, MH 05116002M",20852,,,,600,600,Grease,,Rock Creek Stream,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,3/4/2005,4:43:00 PM,0,5,0,618 New Orchard Pl,20774,,,,25,25,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/7/2005,2:30:00 PM,0,4,0,"6200 Oxon Hill Rd, MH 18005092M",20750,,,,1300,1300,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/10/2005,10:54:00 AM,0,1,6,"702-800 Quince Orchard Blvd, MH 15010019U",20878,,,,120,120,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,3/11/2005,9:15:00 AM,0,1,15,"2600 Kent Village Drive, MH 03025040U",20781,,,,500,500,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,St Mary's County Metropolitan Commission,N/A,3/11/2005,1:00:00 PM,,,,46465 Rosewood Dr,20653,,,,5000,5000,Grease,,Unknown,St. Mary's,Duration & collection system not provided,,
SSO,WSSC,N/A,3/13/2005,10:54:00 AM,0,4,0,"6701 Muncaster Mill Rd, MH 05158261m",20850,,,,720,720,Grease,,un-named creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,3/17/2005,2:30:00 PM,0,7,0,"600-776 Block Fairview Ave, MH 06010032m",20781,,,,21000,21000,Grease,,Takoma Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/17/2005,3:07:00 PM,0,3,0,"3100 Gumwood Drive, MH 10015002u",20781,,,,2100,2100,Grease,,un-known creek,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,3/18/2005,7:50:00 PM,0,8,4,rear of 48 King Charles Circle,21237,,,Back River WWTP,3000,3000,Grease,,Unknown,Baltimore County,Collection system not provided,,
SSO,"Navy, Department of",N/A,3/21/2005,2:30:00 PM,3,0,0,"1604 D Chaffer Ct, (Behind)",20670,,,NAS WWTP,110000,110000,Grease,,Unnamed State waters,St. Mary's,None,,
SSO,WSSC,N/A,3/22/2005,9:40:00 PM,0,5,0,"4803 R/W Newman Rd, MH 11041041M",20748,,,,50,50,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/23/2005,6:46:00 PM,0,2,0,"612 Swan Creek Rd, MH 04050025U",20744,,,,6000,6000,Grease,,Swan Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,3/26/2005,1:02:00 PM,0,5,0,"9721 Breckenridge Pl, MH 15018036M",20886,,,,10,10,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,3/29/2005,6:45:00 PM,0,6,0,"2800 Blk R/W 1 Terrace Dr, MH 05004017M",20815,,,,6180,6180,Grease,,Rock Creek Stream,Montgomery,Collection system not provided,,
SSO,Howard County DPW,N/A,3/30/2005,2:00:00 PM,0,4,0,"11650 Scaggsville Rd, rear of Reservoir High School",20759,,,,4580,4580,Grease,,Hammond Branch,Howard,Collection system not provided,,
SSO,WSSC,N/A,4/1/2005,12:41:00 PM,0,3,0,"3464 Brinkley Rd, MH 11032139M",20745,,,,360,360,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,City of Baltimore,N/A,4/11/2005,9:40:00 AM,0,1,2,3100 S. Hanover St,,,,,400,400,Grease,,Baltimore Harbor via storm drain,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,4/13/2005,12:47:00 PM,0,1,0,"2106 S. Addison Rd, MH",20747,,,,75,75,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,4/14/2005,10:02:00 AM,0,5,0,"915 Sligo Creek Pkwy, MH #06014128M",20912,,,,2,2,Grease,,Sligo Creek,Montgomery,Collection system not provided,,
SSO,Baltimore County DPW,N/A,4/17/2005,12:00:00 PM,0,4,15,Intersection of Ingate Rd & Kelfield Dr,21227,,,Patapsco WWTP,2125,2125,Grease,,West Branch,Baltimore County,None,,
SSO,WSSC,N/A,4/18/2005,11:10:00 AM,0,3,40,"6200 Oxon Hill Rd, MH 18005092M",20782,,,,630,630,Grease,,Unknown Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,4/20/2005,3:41:00 PM,0,4,0,"11601 Boiling Brook Place, MH 05090029",20853,,,,60,60,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,4/30/2005,11:41:00 AM,0,4,0,"14711 Soft Wind Drive, MH 13007178M",20850,,,,500,500,Grease,,Unnamed Creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,5/2/2005,2:00:00 PM,0,0,30,"7500 Blk, Sheriff Rd, MH 03030011U, Landover",20784,,,,1200,1200,Grease,,Unknown Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,5/4/2005,6:10:00 PM,0,1,20,"7919-69 Tuckerman Ln, MH 070802M, Potomac",20854,,,,320,320,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,5/6/2005,2:01:00 PM,0,3,0,"6430 Otis St, MH 03009010U, Hyattsville",20784,,,,2250,2250,Grease,,Unknown Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,5/7/2005,11:59:00 AM,0,3,0,"11500 Golden Post Lane, MH 15008285M, Gaithersburg",20878,,,,1440,1440,Grease,,Clopper Lake,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,5/10/2005,11:54:00 AM,0,4,0,"12200 Gallahan Rd, MH 04004018M, Cllifton",20735,,,,100,100,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Charles County DPW,N/A,5/12/2005,9:00:00 AM,0,13,30,11541 Timberbrook Dr,20601,,,,2000,2000,Grease,,Mattawoman Creek,Charles,Collection system not provided,,
SSO,Harford County DPW,N/A,5/14/2005,9:05:00 AM,0,2,55,"798 Moores Mill Rd, MH #30, Bel Air",21014,,,,180,180,Grease,,Bynum Run,Harford,Collection system not provided,,
SSO,Howard County DPW,N/A,5/19/2005,9:00:00 AM,0,2,0,"8600 Foundry Street, Savage",20763,,,,1500,1500,Grease,,Little Patuxent River,Howard,Collection system not provided,,
SSO,WSSC,N/A,5/23/2005,7:01:00 AM,0,4,0,"9532 Fort Foote Rd, MH 11059027M",20744,,,,1200,1200,Grease,,Broad Creek,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,5/23/2005,1:45:00 PM,0,5,45,"8525 Mountain Holly Drive, right of way in rear",,,,,5000,5000,Grease,,Gwynn's Falls,Baltimore County,Collection system not provided,,
SSO,Baltimore County DPW,N/A,5/26/2005,8:35:00 AM,0,1,30,Kirkwood Rd @ Newfield Rd,,,,,300,300,Grease,,Storm drain,Baltimore County,Collection system not provided,,
SSO,WSSC,N/A,5/27/2005,8:35:00 PM,0,3,0,"8503 21st Avenue, MH 10022014U",20785,,,,320,320,Grease,,Northwest Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,5/31/2005,4:05:00 PM,0,3,0,"3402 Lumar Drive, MH 11022005M",20744,,,,900,900,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,6/1/2005,10:40:00 AM,0,2,0,"400 Blk R/W Marshall Manor D, MH 02040025, Silver Spring",20901,,,,600,600,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,6/9/2005,9:19:00 AM,0,3,0,"7101 R/W Burch Hill Rd, MH04018007M, Brandwine",20613,,,,180,180,Grease,,unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,6/13/2005,3:45:00 PM,0,2,0,"8410 R/W Landover Rd, MH 03027103, Hyattsville",20785,,,,120,120,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,6/17/2005,9:35:00 AM,0,1,10,1414 Chapel Hill Dr,,,,,330,330,Grease,,Red House Creek,Baltimore County,Collection system not provided,,
SSO,WSSC,N/A,6/22/2005,11:00:00 AM,0,6,0,"11500 Golden Post Lane, MH 15008285M, Gaithersburg",20878,,,,780,780,Grease,,Clopper Lake,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,6/24/2005,12:05:00 PM,0,4,0,"609 Sligo Creek Pkwy, Takoma Park",20912,,,,48,48,Grease,,Sligo Creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,6/27/2005,12:07:00 PM,0,2,0,"2601 Telluride Place, MH 10085124m-123U, Silver Spring",20906,,,,120,120,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,7/12/2005,7:53:00 PM,0,3,0,"10611 Blackstone Ave, MH SS04040292, Cheltonham",20623,,,,3750,3750,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,7/13/2005,9:50:00 AM,0,8,0,"9807 Wenzel Ln, MH 11010021U, Fort Washington",20744,,,,2700,2700,Grease,,Unidentified Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,7/18/2005,1:13:00 PM,0,1,0,"600 Diamond Ave, MH 14091198M, Forestville",20743,,,,375,375,Grease,,Southwest Branch Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,7/27/2005,3:25:00 PM,0,1,0,"2509 Killdeer Ave, MH 02007044N, Hyattsville",20782,,,,5,5,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Howard County DPW,N/A,7/28/2005,11:30:00 AM,0,2,0,"6480 Dobbin Rd, in rear of, Columbia",21045,,,,2500,2500,Grease,,Lake Elkhorn,Howard,Collection system not provided,,
SSO,Baltimore County DPW,N/A,8/3/2005,11:25:00 AM,0,1,35,Nuwood Drive & Powers Lane,21228,,,Patapsco WWTP,150,150,Grease,,Unknown,Baltimore County,None,,
SSO,Howard County DPW,N/A,8/10/2005,2:00:00 PM,0,6,30,"Furnace Avenue @ Deep Run, Patapsco Interceptor MH #2",21076,,,,3300,3300,Grease,,Deep Run,Howard,Collection system not provided,,
SSO,WSSC,N/A,8/16/2005,12:45:00 PM,0,4,0,"7800 Marwood Drive, MH 04025127N, Clinton",20735,,,,240,240,Grease,,Piscataway Creek,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,8/17/2005,4:30:00 PM,0,0,15,"4500 Garrett Park Rd, MH 05094040M, Silver Spring",20904,,,,10,10,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,8/24/2005,9:15:00 AM,0,3,0,"3100 Olney-Sandy Spring Lane, MH 26003015u, Olney",20832,,,,360,360,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,8/25/2005,8:15:00 PM,0,4,0,"12601 Meadowood Dr, MH 0200657m, Silver Spring",20904,,,,5400,5400,Grease,,Northwestern Branch,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,8/26/2005,7:43:00 PM,0,16,0,"3029 Tucker Road, MH 124m, Fort Washington",20743,,,,960,960,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,9/6/2005,9:26:00 AM,0,4,0,"4703 Col Darnell Place, MH 14046090M, Upper Marlboro",20772,,,,10,10,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,9/6/2005,3:30:00 PM,0,4,0,"401-37 Christopher Avenue, MH 15019137M, Gaithersburg",20877,,,,2250,2250,Grease,,Unknown Creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,9/8/2005,4:09:00 PM,0,3,0,"2420 E. University Blvd, MH 10017024M, Adelphi",20783,,,,180,180,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,9/12/2005,9:30:00 AM,0,4,0,"12112 Daisy Lane, MH 19022003M 003 and 004, Glenn Dale",20769,,,,720,720,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,9/13/2005,6:40:00 PM,0,2,0,"4443 Morningwood Dr, MH 05174221M, Olney",20832,,,,240,240,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,9/15/2005,10:49:00 AM,0,10,0,"11911 Mary Catherine Dr, MH 04008284, Clinton",20735,,,,50,50,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,9/16/2005,11:30:00 AM,0,1,30,2311 York Rd,21093,,,Back River WWTP,450,450,Grease,,Roland Run,Baltimore County,None,,
SSO,City of Baltimore,N/A,9/17/2005,10:30:00 AM,0,23,30,1052 Bethune Road,21225,,,Back River WWTP,7050,7050,Grease,,Middle Branch,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,9/27/2005,11:00:00 AM,0,26,0,"1741 Kenilworth Ave, MH 03001053U, Cheverly",20743,,,,3180,3180,Grease,,Beaverdam Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,9/27/2005,1:57:00 PM,0,3,0,"8510 Paragon Court, MH 14013164M, Upper Marlboro",20772,,,,177,177,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,9/30/2005,6:04:00 PM,0,1,0,"3607 Deka Pl, MH 04008028, Clinton",20735,,,,1200,1200,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,10/10/2005,11:16:00 AM,0,1,0,"7933 Annapolis Rd, MH 03014123n, Landover",,,,,909,909,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,10/15/2005,12:45:00 PM,0,1,12,8530 Liberty Road,21244,,,,500,500,Grease,,Unknown,Baltimore County,Collection system not provided,,
SSO,WSSC,N/A,10/17/2005,11:53:00 AM,0,2,0,"4311 W. Summer Ave., MH 11043047m, Suitland",,,,,194,194,Grease,,Unknown Creek,Prince George's,Zip Code not provided,,
SSO,WSSC,N/A,10/18/2005,9:01:00 AM,0,5,0,"7100 Martin Luther King Highway, MH # 03032009u, Landover",20743,,,,3000,3000,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,10/18/2005,5:25:00 PM,0,5,0,"Dead End of Bangert Avenue, Perry Hall",21128,,,Back River WWTP,2500,2500,Grease,,Gunpowder River,Baltimore County,None,,
SSO,Baltimore County DPW,N/A,10/19/2005,10:53:00 AM,0,1,32,Old Court Rd & Sudbrook Lane,21209,,,Patapsco WWTP,250,250,Grease,,Gwynn's Falls,Baltimore County,None,,
SSO,WSSC,N/A,10/20/2005,7:30:00 AM,0,4,0,"4608 Blk Willard Ave, MH 12015040M, Bethesda",20815,,,,2400,2400,Grease,,Little Falls,Montgomery,Collection system not provided,,
SSO,Baltimore County DPW,N/A,10/26/2005,1:16:00 PM,0,1,39,6827 Parsons Avenue,21207,,,Patapsco WWTP,800,800,Grease,,Unknown,Baltimore County,None,,
SSO,"Navy, Department of",N/A,10/27/2005,1:00:00 PM,0,1,0,MH behind 905 Shepard Terrace,20670,,,NAS WWTP,1000,1000,Grease,,Unknown,St. Mary's,None,,
SSO,WSSC,N/A,10/28/2005,12:38:00 PM,0,1,0,"5114 S. Barnaby Rd, MH 11029128M, Temple Hills",20748,,,,84,84,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,11/2/2005,5:30:00 PM,0,5,0,"12501 Meadowood Drive, MH 10006116M, Silver Spring",20904,,,,1020,1020,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,11/3/2005,8:57:00 AM,0,20,0,"4617 Valley Forge Drive, MH 05160007M, Olney",20832,,,,12000,12000,Grease,,Rock Creek Northern Branch,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,11/5/2005,12:33:00 PM,0,11,0,"3801 Sandy Spring Rd, MH 02045047M, Burtonsville",20866,,,,6600,6600,Grease,,Dulles Interceptor,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,11/9/2005,7:29:00 PM,0,3,0,"2207 Bel Pre Rd, MH c/o on prop, Rockville",20906,,,,900,900,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,11/12/2005,5:14:00 PM,0,3,0,"1101 Stratwood Ave, MH 1106116m, Oxon Hill",20745,,,,165,165,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,11/14/2005,7:27:00 AM,0,4,0,"1406 Merganser Court, MH 14081095u, Upper Marlboro",20774,,,,240,240,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Garrett County DPW,N/A,11/19/2005,11:15:00 AM,0,1,0,"201 East Main Street, Kitzmiller",21550,,,,500,500,Grease,,Unknown,Garrett,Collection system not provided,,
SSO,WSSC,N/A,11/22/2005,11:29:00 AM,0,1,0,"14030 Connecticut Ave, MH 05141082m, Silver Spring",20904,,,,230,230,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,Garrett County DPW,N/A,11/23/2005,2:00:00 PM,0,2,0,"201 East Main Street, Kitzmiller",21538,,,,500,500,Grease,,Unknown,Garrett,Collection system not provided,,
SSO,Harford County DPW,N/A,11/27/2005,4:35:00 PM,0,1,55,MH #2 Glen Angus Offsite Sewer #9169,21014,,,,960,960,Grease,,Bynum Run,Harford,Collection system not provided,,
SSO,WSSC,N/A,11/28/2005,9:11:00 AM,0,6,0,"7401 Bock Rd, MH 11021027m, Fort Washington",20744,,,,360,360,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,12/1/2005,8:19:00 AM,0,11,0,"20120 Father Hurley Blvd, MH 15047018M, Germantown",20874,,,,13200,13200,Grease,,Seneca Creek,Montgomery,Collection system not provided,,
SSO,City of Baltimore,N/A,12/2/2005,1:45:00 PM,0,1,25,2799 1/2 The Alameda,,,,,637,637,Grease,,Unknown,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,12/8/2005,7:32:00 PM,0,3,0,"1355 E. University Blvd, MH 10020063N, Takoma Park",20912,,,,180,180,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,Baltimore County DPW,N/A,12/10/2005,5:00:00 PM,0,0,35,20 Gwynnbrook Rd,21117,,,Patapsco WWTP,150,150,Grease,,Unknown,Baltimore County,None,,
SSO,WSSC,N/A,12/13/2005,10:11:00 AM,0,5,0,"10200-86 Arizona Ave, discharging from the sewer service for Hecht Co in Montgomery Mall in mh #061U, Bethesda",20817,,,,1200,1200,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,12/13/2005,12:00:00 PM,0,3,0,"4424 Montgomery Ave, grease blockage in SS05018023 caused on property clean out to overflow, Cleanout, Bethesda",20814,,,,525,525,Grease,,Unknown,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,12/16/2005,6:04:00 PM,0,2,0,"8903 Lynnalan Drive, MH 11006120M, Fort Washington",20744,,,,120,120,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,12/17/2005,11:29:00 AM,0,4,0,"2701 Ocala Ave, MH 14089505M, Forestville",20747,,,,240,240,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,12/21/2005,6:54:00 AM,0,3,0,"900-1018 Palmer Rd, MH 11004161u, Potomac Heights",20748,,,,166,166,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,Baltimore County DPW,N/A,12/21/2005,4:20:00 PM,0,3,40,"25 Main Street, right of way in rear",21136,,,,1000,1000,Grease,,Unknown,Baltimore County,Collection system not provided,,
SSO,WSSC,N/A,12/25/2005,10:25:00 PM,0,1,0,"6033 Baltimore Avenue, MH 08031019u, Riverdale",20737,,,,450,450,Grease,,North East Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,12/28/2005,10:29:00 AM,0,15,0,"1 Sangamore Ct. MH 12005031U junction manhole for siphon, Bethesda",20816,,,,4350,4350,Grease,,Pond near Delecarlia Reservoir,Montgomery,Collection system not provided,,
SSO,Baltimore County DPW,N/A,5/17/2006,4:20:00 PM,0,1,40,"7839 Eastern Ave, Eastpoint Mall, in right-of-way towards railroad tracks",21224,,,Back River WWTP,200,200,Grease,,Back River tributary,Baltimore County,None,,
SSO,City of Baltimore,N/A,6/4/2006,4:00:00 PM,0,19,0,3300 Gilman Terr,,,,,7980,7980,Grease,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Baltimore County DPW,N/A,6/5/2006,9:20:00 PM,0,0,45,4224 Pinefield Rd,21133,,,,150,150,Grease,,Horsehead Branch,Baltimore County,Collection system not provided,,
SSO,WSSC,N/A,8/27/2006,10:53:00 AM,0,1,47,"233 Windridge Acres Ct, MH 02040042, Silver Spring",20905,,,,160,160,Grease,,Paint Branch,Montgomery,Collection system not provided,,
SSO,City of Baltimore,N/A,8/27/2006,11:05:00 AM,0,3,35,711 Eastern Ave,,,,,860,860,Grease,,Inner Harbor,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,9/26/2006,5:04:00 PM,0,5,56,"8501 New Hampshire Ave, MH 10026008, Hyattsville",20783,,,,8895,8895,Grease,,Northwest Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,10/6/2006,8:20:00 AM,0,3,0,"8600 Blk. Evarts St. MH SS03027068, Lanham/Seabrook",20785,,,,1620,1620,Grease,,Beaverdam Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,10/13/2006,2:30:00 PM,0,2,20,"8517 Spruce Hill Dr, MH SS17027027, Laurel",20707,,,,699,699,Grease,,Patuxent River,Prince George's,Collection system not provided,,
SSO,Howard County DPW,N/A,10/22/2006,11:00:00 AM,,,,"MH #7610 in Right of Way at dead end of Overlook Dr, 4054 Overlook Dr",,,,,1200,1200,Grease,,Unknown stream to Tiber Branch,Howard,"Duration, collection system & zip code not provided",,
SSO,Carroll County DPW,N/A,10/28/2006,5:09:00 PM,0,0,25,"7035 Mac Beth Way, Eldersburg",,,,,5,5,Grease,,Unknown,Carroll,Collection system not provided,,
SSO,WSSC,N/A,10/31/2006,12:06:00 PM,0,1,44,"6333 Auburn Ave, MH 08018044, Riverdale",20737,,,,208,208,Grease,,Northeast Branch,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,11/1/2006,9:24:00 PM,0,2,0,6329 Sunvalley Terr,20747,,,,705,705,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,11/2/2006,8:01:00 AM,0,2,40,"6514 District Heights PKW, Forestville, MD",20747,,,,160,160,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,11/11/2006,2:47:00 PM,0,1,15,3300 Blk Beaverwood Ln,20906,,,,966,966,Grease,,Rock Creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,11/11/2006,6:30:00 PM,0,7,15,4010 Hampden St,21046,,,,653,653,Grease,,Rock Creek,Montgomery,Collection system not provided,,
SSO,City of Baltimore,N/A,11/13/2006,8:00:00 AM,0,2,20,200 East St,21202,,,Back River WWTP,2100,2100,Grease,,Storm Drains,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Charles County DPW,N/A,11/15/2006,11:15:00 PM,0,1,30,"5310 Hawthorne Road, Mattawoman WWTP, LaPlata",20646,38.577074,77.109782,Mattawoman WWTP,1000,1000,Grease,,Mattawoman Creek,Charles,None,,
SSO,City of Baltimore,N/A,11/17/2006,11:00:00 AM,0,4,0,"2900 Argonne Dr, Batimore City DPW",,,,,7200,7200,Grease,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,11/29/2006,2:22:00 PM,0,5,0,"10402 Thorney Brook Ct, Upper Marlboro",20772,,,,226,226,Grease,,Unknown,Prince George's,Collection system not provided,,
SSO,City of Baltimore,N/A,12/6/2006,11:00:00 AM,0,1,0,"2200 W. Fayette St, Patapsco WWTP",,,,,1500,1500,Grease,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,12/11/2006,11:03:00 AM,0,1,0,"MH at 1701 Calais CT, Oxen Hill, MD",20745,,,,124,124,Grease,,Oxon Run,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,12/11/2006,1:40:00 PM,0,4,20,"813 Ellsworth Dr, Silver Spring, MD",20910,,,,100000,100000,Grease,,Sligo Creek,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,12/11/2006,1:40:00 PM,0,4,33,"MH at 813 Calais Ct., Silver Spring, MD",20910,,,,100000,100000,Grease,,Sligo Creek,Montgomery,Collection system not provided,,
SSO,MES,N/A,12/13/2006,,24,0,0,"8459 Dorsey Run Rd, Jessup",,,,,2000000,2000000,Grease,,Dorsey Run,Howard,Collection system not provided,,
SSO,City of Baltimore,N/A,12/18/2006,11:00:00 PM,0,3,0,"1600 Edison Hwy, DPW",,,,,4800,4800,Grease,,Northwest Branch to Patapsco River,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,12/20/2006,2:00:00 PM,0,4.5,0,"3300-52 Curtis Dr., Suitland, MD",20746,,,,540,540,Grease,,Oxon Run,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,12/21/2006,10:00:00 AM,0,0,15,"MH # 044M at 5029 Aspen Hill Rd., Rockville MD",20853,,,,150,150,Grease,,Rock Creek,Montgomery,Collection system not provided,,
